Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Chalon-sur-Saone,France,46.7833,4.85,24.48,Overcast clouds,4.91,✅ Safe,2025-08-23 20:16:42
Chamblanc,France,47.0167,5.15,23.84,Overcast clouds,4.48,✅ Safe,2025-08-23 20:16:44
Chamilly,France,46.8667,4.6833,23.35,Overcast clouds,4.02,✅ Safe,2025-08-23 20:16:46
Champ-sur-Layon,France,47.2667,-0.5667,25.99,Overcast clouds,2.81,✅ Safe,2025-08-23 20:16:48
Chanos-Curson,France,45.0667,4.9167,26.19,Scattered clouds,8.04,⚠ Moderate,2025-08-23 20:16:50
Chardonnay,France,46.5,4.8667,24.5,Broken clouds,4.24,✅ Safe,2025-08-23 20:16:51
Charentenay,France,47.5833,5.85,22.64,Overcast clouds,3.02,✅ Safe,2025-08-23 20:16:53
Charleville-Mezieres,France,49.7667,4.7167,18.82,Overcast clouds,2.77,✅ Safe,2025-08-23 20:16:55
Charly-sur-Marne,France,48.9667,3.2833,22.68,Overcast clouds,4.75,✅ Safe,2025-08-23 20:16:57
Charmes,France,48.3667,6.2833,19.74,Overcast clouds,5.24,⚠ Moderate,2025-08-23 20:16:59
Charteves,France,49.0833,3.4833,21.22,Overcast clouds,5.21,⚠ Moderate,2025-08-23 20:17:01
Chasselay,France,45.8667,4.7833,25.11,Overcast clouds,5.32,⚠ Moderate,2025-08-23 20:17:03
Chassey-le-Camp,France,46.8833,4.7,24.04,Overcast clouds,3.87,✅ Safe,2025-08-23 20:17:05
Chateau-Landon,France,48.15,2.7,23.99,Broken clouds,3.83,✅ Safe,2025-08-23 20:17:06
Chateauneuf-le-Rouge,France,43.4833,5.5667,27.42,Clear sky,4.82,✅ Safe,2025-08-23 20:17:08
Chateauneuf-sur-Loire,France,47.8667,2.2167,24.18,Broken clouds,3.39,✅ Safe,2025-08-23 20:17:10
Chateauvert,France,43.5,6.0333,29.71,Clear sky,3.59,✅ Safe,2025-08-23 20:17:12
Chatillon-Coligny,France,47.8167,2.85,23.98,Broken clouds,4.26,✅ Safe,2025-08-23 20:17:14
Chatillon-Saint-Jean,France,45.0833,5.1333,26.11,Scattered clouds,6.73,⚠ Moderate,2025-08-23 20:17:16
Chatillon-sur-Loire,France,47.5833,2.75,24.07,Broken clouds,4.1,✅ Safe,2025-08-23 20:17:18
Chauffour,France,48.3333,0.0,24.12,Scattered clouds,2.78,✅ Safe,2025-08-23 20:17:19
Chaumont,France,48.1167,5.1333,20.58,Overcast clouds,4.36,✅ Safe,2025-08-23 20:17:21
Chaumousey,France,48.1667,6.3333,20.41,Overcast clouds,3.77,✅ Safe,2025-08-23 20:17:23
Chausey,France,48.8333,-1.6,20.32,Overcast clouds,5.98,⚠ Moderate,2025-08-23 20:17:25
Cheminas,France,45.1167,4.75,24.53,Few clouds,7.4,⚠ Moderate,2025-08-23 20:17:27
Chenac-Saint-Seurin-d'Uzet,France,45.5167,-0.8333,28.75,Clear sky,3.27,✅ Safe,2025-08-23 20:17:29
Cheny,France,47.95,3.5333,23.73,Broken clouds,4.78,✅ Safe,2025-08-23 20:17:30
Cherbourg-en-Cotentin,France,49.6333,-1.6167,21.85,Overcast clouds,3.12,✅ Safe,2025-08-23 20:17:32
Chessy,France,48.8833,2.7667,23.35,Overcast clouds,3.7,✅ Safe,2025-08-23 20:17:33
Chierry,France,49.0333,3.4333,22.44,Overcast clouds,5.04,⚠ Moderate,2025-08-23 20:17:34
Chipilly,France,49.9167,2.65,21.22,Overcast clouds,4.19,✅ Safe,2025-08-23 20:17:36
Chooz,France,50.1,4.8,18.84,Overcast clouds,2.4,✅ Safe,2025-08-23 20:17:38
Chusclan,France,44.15,4.6833,28.88,Clear sky,9.39,⚠ Moderate,2025-08-23 20:17:39
Civrac-de-Blaye,France,45.1167,-0.45,30.75,Few clouds,2.7,✅ Safe,2025-08-23 20:17:41
Cognac,France,45.7,-0.3333,29.92,Clear sky,4.52,✅ Safe,2025-08-23 20:17:43
Cognocoli,France,41.8167,8.9,21.69,Clear sky,3.56,✅ Safe,2025-08-23 20:17:45
Collorgues,France,44.0,4.2833,29.34,Clear sky,6.03,⚠ Moderate,2025-08-23 20:17:46
Colmar,France,48.0833,7.35,21.8,Overcast clouds,1.37,✅ Safe,2025-08-23 20:17:48
Colombier,France,44.7833,0.5167,31.22,Clear sky,2.63,✅ Safe,2025-08-23 20:17:50
Colombiers,France,43.3167,3.1333,32.26,Clear sky,1.13,✅ Safe,2025-08-23 20:17:52
