Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Oita,Japan,33.2396084,131.6095148,26.73,Broken clouds,0.71,✅ Safe,2025-08-23 16:44:22
Osako,Japan,34.6862971,135.5196609,31.22,Overcast clouds,2.99,✅ Safe,2025-08-23 16:44:23
Omaezaki,Japan,34.6379987,138.1280864,27.54,Overcast clouds,3.39,✅ Safe,2025-08-23 16:44:24
Onahama,Japan,36.9424912,140.8924708,27.28,Overcast clouds,1.12,✅ Safe,2025-08-23 16:44:26
"Ohshima, Miyazaki",Japan,31.9383034,131.4355808,28.35,Broken clouds,1.52,✅ Safe,2025-08-23 16:44:27
Otake,Japan,34.2376953,132.2221691,28.86,Overcast clouds,0.97,✅ Safe,2025-08-23 16:44:28
Otaru,Japan,43.1902372,140.994172,21.35,Few clouds,3.74,✅ Safe,2025-08-23 16:44:30
"Otsu, Shiga",Japan,35.0178929,135.8546074,30.17,Overcast clouds,0.47,✅ Safe,2025-08-23 16:44:31
"Osaka, Tottori",Japan,35.327579,133.4795912,27.09,Overcast clouds,0.09,✅ Safe,2025-08-23 16:44:32
Noboribetsu,Japan,42.45,141.167,21.24,Few clouds,1.22,✅ Safe,2025-08-23 16:44:34
Shibushi,Japan,31.4955583,131.0454228,27.06,Few clouds,1.76,✅ Safe,2025-08-23 16:44:35
Sendaishinko,Japan,38.336164,140.826428,26.98,Broken clouds,1.21,✅ Safe,2025-08-23 16:44:36
Seto,Japan,32.933,129.633,29.74,Scattered clouds,2.09,✅ Safe,2025-08-23 16:44:38
Sendaishiogama,Japan,38.31437,141.0220608,26.49,Overcast clouds,1.73,✅ Safe,2025-08-23 16:44:39
Shimonoseki,Japan,33.9575297,130.9411759,29.16,Broken clouds,2.89,✅ Safe,2025-08-23 16:44:41
Sakata,Japan,38.9147809,139.8366436,26.85,Overcast clouds,0.52,✅ Safe,2025-08-23 16:44:42
Shinmoji,Japan,33.867,130.983,29.16,Broken clouds,2.29,✅ Safe,2025-08-23 16:44:43
Sakaiminato,Japan,35.5396534,133.2316204,29.48,Broken clouds,2.57,✅ Safe,2025-08-23 16:44:45
