Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Bissegem,Belgium,50.817,3.217,20.29,Overcast clouds,5.0,⚠ Moderate,2025-08-23 18:37:47
Labuissiere,Belgium,50.317,4.167,18.14,Overcast clouds,3.01,✅ Safe,2025-08-23 18:37:49
Bossuit,Belgium,50.75,3.4,19.89,Overcast clouds,4.97,✅ Safe,2025-08-23 18:37:50
Bertrix,Belgium,49.85,5.25,15.74,Overcast clouds,3.06,✅ Safe,2025-08-23 18:37:52
Burcht,Belgium,51.2,4.35,19.23,Overcast clouds,3.49,✅ Safe,2025-08-23 18:37:53
Bever,Belgium,50.717,3.933,19.12,Overcast clouds,3.9,✅ Safe,2025-08-23 18:37:55
Bouvignes-sur-Meuse,Belgium,50.267,4.9,17.02,Overcast clouds,2.5,✅ Safe,2025-08-23 18:37:57
Beverlo,Belgium,51.083,5.2,18.83,Broken clouds,4.05,✅ Safe,2025-08-23 18:37:58
Warneton,Belgium,50.75,2.95,20.73,Overcast clouds,4.54,✅ Safe,2025-08-23 18:38:00
Clabecq,Belgium,50.683,4.217,18.64,Overcast clouds,3.67,✅ Safe,2025-08-23 18:38:02
Calonne,Belgium,50.567,3.433,19.59,Overcast clouds,3.76,✅ Safe,2025-08-23 18:38:03
Comines,Belgium,50.76667,2.98333,20.75,Overcast clouds,4.76,✅ Safe,2025-08-23 18:38:05
Comines,Belgium,50.767,2.983,20.75,Overcast clouds,4.76,✅ Safe,2025-08-23 18:38:07
Couillet,Belgium,50.383,4.45,17.88,Overcast clouds,2.03,✅ Safe,2025-08-23 18:38:08
Cheratte,Belgium,50.683,5.667,18.02,Broken clouds,0.7,✅ Safe,2025-08-23 18:38:10
Chercq,Belgium,50.583,3.4,19.59,Overcast clouds,3.76,✅ Safe,2025-08-23 18:38:11
Chatelineau,Belgium,50.417,4.517,17.59,Overcast clouds,1.81,✅ Safe,2025-08-23 18:38:13
Dendermonde,Belgium,51.033,4.117,19.38,Broken clouds,4.94,✅ Safe,2025-08-23 18:38:14
Deurne,Belgium,51.217,4.467,19.16,Overcast clouds,3.16,✅ Safe,2025-08-23 18:38:16
Doel,Belgium,51.317,4.267,19.33,Overcast clouds,3.69,✅ Safe,2025-08-23 18:38:18
Deinze,Belgium,50.983,3.533,20.01,Scattered clouds,6.22,⚠ Moderate,2025-08-23 18:38:20
Dinant,Belgium,50.267,4.917,17.02,Overcast clouds,2.5,✅ Safe,2025-08-23 18:38:21
Diksmuide,Belgium,51.033,2.867,20.6,Broken clouds,5.99,⚠ Moderate,2025-08-23 18:38:23
Dilsen,Belgium,51.033,5.733,18.58,Broken clouds,2.83,✅ Safe,2025-08-23 18:38:24
De Pinte,Belgium,51.0,3.65,19.81,Scattered clouds,5.38,⚠ Moderate,2025-08-23 18:38:26
Diepenbeek,Belgium,50.9,5.4,18.44,Broken clouds,2.36,✅ Safe,2025-08-23 18:38:28
Dampremy,Belgium,50.417,4.4,17.88,Overcast clouds,2.2,✅ Safe,2025-08-23 18:38:29
Denderleeuw,Belgium,50.883,4.067,19.26,Broken clouds,4.95,✅ Safe,2025-08-23 18:38:31
Dessel,Belgium,51.233,5.117,18.88,Clear sky,3.89,✅ Safe,2025-08-23 18:38:33
Desselgem,Belgium,50.883,3.35,20.15,Broken clouds,5.93,⚠ Moderate,2025-08-23 18:38:34
Duffel,Belgium,51.1,4.517,19.2,Overcast clouds,3.16,✅ Safe,2025-08-23 18:38:36
Deux-Acren,Belgium,50.733,3.85,19.24,Overcast clouds,3.91,✅ Safe,2025-08-23 18:38:37
Emblem,Belgium,51.167,4.6,19.16,Overcast clouds,3.22,✅ Safe,2025-08-23 18:38:39
Eigenbilzen,Belgium,50.867,5.583,18.2,Broken clouds,1.49,✅ Safe,2025-08-23 18:38:41
Mechelen,Belgium,51.033,4.467,19.21,Broken clouds,3.43,✅ Safe,2025-08-23 18:38:42
Eeklo,Belgium,51.183,3.567,19.87,Few clouds,6.0,⚠ Moderate,2025-08-23 18:38:44
Escanaffles,Belgium,50.75,3.433,19.89,Overcast clouds,4.97,✅ Safe,2025-08-23 18:38:46
Eindhout,Belgium,51.1,5.0,19.08,Broken clouds,4.0,✅ Safe,2025-08-23 18:38:48
Eine,Belgium,50.867,3.617,19.69,Broken clouds,5.54,⚠ Moderate,2025-08-23 18:38:50
Ekeren,Belgium,51.283,4.417,19.22,Overcast clouds,3.23,✅ Safe,2025-08-23 18:38:52
Engis,Belgium,50.583,5.417,18.06,Broken clouds,1.41,✅ Safe,2025-08-23 18:38:53
Esquelmes,Belgium,50.667,3.333,19.95,Overcast clouds,4.15,✅ Safe,2025-08-23 18:38:55
Ertvelde,Belgium,51.183,3.75,19.68,Few clouds,5.38,⚠ Moderate,2025-08-23 18:38:57
Eisden,Belgium,50.983,5.717,18.51,Broken clouds,2.37,✅ Safe,2025-08-23 18:38:58
Evergem,Belgium,51.117,3.7,19.78,Scattered clouds,5.37,⚠ Moderate,2025-08-23 18:39:00
Farciennes,Belgium,50.433,4.55,17.59,Overcast clouds,1.81,✅ Safe,2025-08-23 18:39:02
Feluy,Belgium,50.567,4.25,18.4,Overcast clouds,3.24,✅ Safe,2025-08-23 18:39:04
Floriffoux,Belgium,50.45,4.767,17.6,Overcast clouds,1.1,✅ Safe,2025-08-23 18:39:05
Flone,Belgium,50.567,5.333,17.38,Broken clouds,1.54,✅ Safe,2025-08-23 18:39:07
Floreffe,Belgium,50.433,4.783,17.6,Overcast clouds,1.15,✅ Safe,2025-08-23 18:39:08
