Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Vernazza,Italy,44.1333,9.6833,24.96,Clear sky,1.55,✅ Safe,2025-08-23 21:57:39
"Villa San Giovanni, Calabria",Italy,38.2167,15.6333,26.96,Clear sky,5.75,⚠ Moderate,2025-08-23 21:57:42
Villafranca Tirrena,Italy,38.235485,15.4328209,28.28,Clear sky,7.11,⚠ Moderate,2025-08-23 21:57:44
Voltri,Italy,44.4333,8.75,26.51,Scattered clouds,2.51,✅ Safe,2025-08-23 21:57:46
Zaule,Italy,45.6,13.8,24.53,Broken clouds,1.38,✅ Safe,2025-08-23 21:57:48
Port of Trieste,Italy,45.6523603,13.6483738,24.43,Scattered clouds,1.3,✅ Safe,2025-08-23 21:57:50
Bosio,Italy,44.63333,8.78333,25.12,Scattered clouds,1.39,✅ Safe,2025-08-23 21:57:52
Cape Carbonara,Italy,39.1,9.517,28.61,Clear sky,9.47,⚠ Moderate,2025-08-23 21:57:55
La Caletta di Siniscola,Italy,40.61667,9.75,28.63,Few clouds,2.16,✅ Safe,2025-08-23 21:57:56
Castro,Italy,42.83333,13.31667,17.39,Broken clouds,0.31,✅ Safe,2025-08-23 21:57:58
Patu,Italy,39.83333,18.33333,25.3,Clear sky,1.95,✅ Safe,2025-08-23 21:58:00
Falconara,Italy,43.6166734,13.3637398,22.96,Scattered clouds,2.99,✅ Safe,2025-08-23 21:58:02
Francavilla al Mare,Italy,42.417,14.283,25.01,Few clouds,3.09,✅ Safe,2025-08-23 21:58:04
Isolotto Formica,Italy,37.983,12.417,25.71,Clear sky,4.4,✅ Safe,2025-08-23 21:58:06
Civitanova Marche,Italy,43.3,13.733,23.12,Light rain,3.27,✅ Safe,2025-08-23 21:58:08
Isola Asinara,Italy,41.05,8.267,23.85,Clear sky,8.14,⚠ Moderate,2025-08-23 21:58:10
Marina di Carrara,Italy,44.05,10.05,26.39,Clear sky,1.22,✅ Safe,2025-08-23 21:58:12
Milazzo,Italy,38.2207102,15.2419327,28.56,Clear sky,7.89,⚠ Moderate,2025-08-23 21:58:14
Monfalcone,Italy,45.8050468,13.5331727,23.77,Few clouds,0.81,✅ Safe,2025-08-23 21:58:16
Monopoli,Italy,40.9525166,17.2985559,25.25,Few clouds,1.83,✅ Safe,2025-08-23 21:58:18
Messina,Italy,38.1666,15.55,28.69,Clear sky,6.24,⚠ Moderate,2025-08-23 21:58:19
Ortona,Italy,42.3522441,14.4028113,24.33,Few clouds,3.12,✅ Safe,2025-08-23 21:58:21
Otranto,Italy,40.1438978,18.4911678,25.22,Few clouds,3.59,✅ Safe,2025-08-23 21:58:23
Peschici,Italy,41.9468998,16.0127759,24.54,Broken clouds,1.68,✅ Safe,2025-08-23 21:58:25
Porto Nogaro,Italy,45.7558,13.2286,24.13,Few clouds,0.4,✅ Safe,2025-08-23 21:58:27
Porto Cesareo,Italy,40.26667,17.9,27.44,Clear sky,4.63,✅ Safe,2025-08-23 21:58:29
Punta Cugno,Italy,37.217,15.2,27.95,Clear sky,5.31,⚠ Moderate,2025-08-23 21:58:31
Ravenna,Italy,44.4183598,12.2035294,24.55,Few clouds,3.83,✅ Safe,2025-08-23 21:58:32
Rinella,Italy,38.533,14.833,26.7,Light rain,7.86,⚠ Moderate,2025-08-23 21:58:34
Salerno,Italy,40.6824408,14.7680961,20.62,Light rain,2.09,✅ Safe,2025-08-23 21:58:36
Schiavonea,Italy,39.65,16.55,28.38,Few clouds,1.19,✅ Safe,2025-08-23 21:58:38
Siracusa,Italy,37.0754739,15.2865861,28.63,Clear sky,6.06,⚠ Moderate,2025-08-23 21:58:40
Santa Maria La Scala,Italy,37.61667,15.16667,27.45,Clear sky,4.06,✅ Safe,2025-08-23 21:58:41
Stromboli,Italy,38.803377,15.2326454,27.62,Clear sky,7.71,⚠ Moderate,2025-08-23 21:58:43
Porto San Vitale,Italy,44.433,12.233,24.52,Few clouds,3.87,✅ Safe,2025-08-23 21:58:45
Trani,Italy,41.2774857,16.4178334,24.32,Scattered clouds,2.86,✅ Safe,2025-08-23 21:58:47
Viareggio,Italy,43.8657267,10.2513103,24.72,Clear sky,2.99,✅ Safe,2025-08-23 21:58:49
Vieste,Italy,41.8824764,16.1767489,24.79,Broken clouds,3.27,✅ Safe,2025-08-23 21:58:51
Vibo Valentia,Italy,38.6757774,16.0983488,25.12,Light rain,5.21,⚠ Moderate,2025-08-23 21:58:53
