Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Qianwan,China,36.05,120.2167,28.78,Few clouds,4.84,✅ Safe,2025-08-23 16:22:51
Qianyu,China,26.2,119.5167,26.41,Clear sky,0.62,✅ Safe,2025-08-23 16:22:53
Qingdao,China,36.05,120.3167,29.21,Few clouds,4.9,✅ Safe,2025-08-23 16:22:54
Qingguji / Shangqiu,China,34.6833,115.7667,31.41,Overcast clouds,2.46,✅ Safe,2025-08-23 16:22:56
Qinglan Pt,China,19.55,110.8167,27.28,Scattered clouds,4.71,✅ Safe,2025-08-23 16:22:57
Qingshi,China,41.3667,126.5167,23.11,Scattered clouds,0.77,✅ Safe,2025-08-23 16:22:59
Qingyuan,China,23.7,113.0167,31.13,Clear sky,1.04,✅ Safe,2025-08-23 16:23:00
Qinhuangdao Pt,China,39.9167,119.5833,25.86,Broken clouds,1.77,✅ Safe,2025-08-23 16:23:02
Qisha Pt,China,21.5833,108.4667,29.74,Overcast clouds,2.32,✅ Safe,2025-08-23 16:23:03
Quanzhou,China,24.9333,118.6,28.48,Few clouds,1.7,✅ Safe,2025-08-23 16:23:05
Quanzhou Pt,China,24.9333,118.6,28.48,Few clouds,1.7,✅ Safe,2025-08-23 16:23:06
Quxi,China,23.5833,116.4333,28.07,Broken clouds,2.14,✅ Safe,2025-08-23 16:23:08
Raohe,China,46.8,134.0,17.47,Broken clouds,1.5,✅ Safe,2025-08-23 16:23:09
Raoping,China,23.6667,117.0,28.25,Broken clouds,2.31,✅ Safe,2025-08-23 16:23:11
Rizhao Pt,China,35.3833,119.5333,28.49,Few clouds,3.74,✅ Safe,2025-08-23 16:23:13
Rongcheng,China,37.15,122.3833,25.77,Clear sky,2.96,✅ Safe,2025-08-23 16:23:14
Rongqi Pt,China,22.7833,113.2667,31.21,Broken clouds,6.04,⚠ Moderate,2025-08-23 16:23:16
Saiqi,China,26.9667,119.6833,27.76,Clear sky,1.79,✅ Safe,2025-08-23 16:23:17
Sanming / Shanming Shi,China,26.2333,117.6167,22.14,Light rain,2.79,✅ Safe,2025-08-23 16:23:19
Sansha,China,26.9333,120.2167,24.64,Few clouds,3.56,✅ Safe,2025-08-23 16:23:20
